/zhome/e0/1/158047/.local/lib/python3.8/site-packages/torch/utils/data/dataloader.py:474: UserWarning: This DataLoader will create 2 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
========================================
Total Params: 71891291
Trainable Params: 71891291
Non-trainable Params: 0
========================================
LOG FORMAT | segmentation_LOSS mIoU pixAcc | depth_LOSS abs_err rel_err | normal_LOSS mean median <11.25 <22.5 <30 | TIME
loss: 0.8663777112960815, losses: tensor([3.0708, 0.8664, 1.1772], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1164097934961319, losses: tensor([3.0764, 0.1164, 1.0326], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13288438320159912, losses: tensor([3.1039, 0.1329, 1.3375], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09219709783792496, losses: tensor([3.0866, 0.0922, 1.0020], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11980388313531876, losses: tensor([3.1419, 0.1198, 1.1328], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.14819170534610748, losses: tensor([3.1427, 0.1482, 1.2152], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1464923769235611, losses: tensor([3.1293, 0.1465, 1.0436], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11492423713207245, losses: tensor([3.1089, 0.1149, 0.9489], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.12896353006362915, losses: tensor([3.1229, 0.1290, 1.0509], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13131015002727509, losses: tensor([3.1069, 0.1313, 1.0570], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10533853620290756, losses: tensor([3.1206, 0.1053, 1.0812], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1450379192829132, losses: tensor([3.1159, 0.1450, 1.2701], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09997902810573578, losses: tensor([3.1088, 0.1000, 1.3418], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08832050114870071, losses: tensor([3.1246, 0.0883, 1.1412], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13974960148334503, losses: tensor([3.1018, 0.1397, 1.1103], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1688932627439499, losses: tensor([3.1171, 0.1689, 1.1575], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09111626446247101, losses: tensor([3.1132, 0.0911, 0.9911], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13327868282794952, losses: tensor([3.1610, 0.1333, 1.1219], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10017640888690948, losses: tensor([3.0994, 0.1002, 1.1118], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.12478335201740265, losses: tensor([3.0795, 0.1248, 1.1580], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.16198447346687317, losses: tensor([3.1551, 0.1620, 0.9993], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09726881235837936, losses: tensor([3.1115, 0.0973, 1.0718], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09213429689407349, losses: tensor([3.1219, 0.0921, 1.0864], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.12324611842632294, losses: tensor([3.1271, 0.1232, 1.1365], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1207333505153656, losses: tensor([3.0879, 0.1207, 1.3076], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09205418080091476, losses: tensor([3.1017, 0.0921, 1.0026], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1565694361925125, losses: tensor([3.1168, 0.1566, 1.0325], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1272987723350525, losses: tensor([3.1230, 0.1273, 0.9168], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.119664765894413, losses: tensor([3.1465, 0.1197, 1.1091], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
Epoch: 0000 | TRAIN: 3.1135 0.0088 0.0713 | 0.2009 0.2009 0.6007 | 1.1222 98.3239 99.1809 0.0036 0.0157 0.0305 | Time: 532.8695 | TEST: 3.1500 0.0054 0.0366 | 0.1207 0.1207 0.2234 | 1.3750 114.8586 117.0596 0.0004 0.0020 0.0041 | Time: 28.8439
loss: 0.10082738846540451, losses: tensor([3.0993, 0.1008, 1.2227], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0').0366 | 0.1207 0.1207 0.2234 | 1.3750 114.8586 117.0596 0.0004 0.0020 0.0041 | Time: 28.8439
loss: 0.10326550155878067, losses: tensor([3.1195, 0.1033, 1.0173], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09334418922662735, losses: tensor([3.1196, 0.0933, 1.0253], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11164446175098419, losses: tensor([3.1764, 0.1116, 1.2633], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09934035688638687, losses: tensor([3.1028, 0.0993, 1.1063], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11900971829891205, losses: tensor([3.1153, 0.1190, 1.2348], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10523822903633118, losses: tensor([3.1099, 0.1052, 0.8400], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13179871439933777, losses: tensor([3.1165, 0.1318, 1.2620], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11252636462450027, losses: tensor([3.1424, 0.1125, 1.2729], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08793509751558304, losses: tensor([3.0834, 0.0879, 1.1488], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08785153180360794, losses: tensor([3.1231, 0.0879, 1.0468], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11138007789850235, losses: tensor([3.1334, 0.1114, 0.9065], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1179770976305008, losses: tensor([3.0814, 0.1180, 1.1295], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10040079802274704, losses: tensor([3.1480, 0.1004, 1.0214], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09568928182125092, losses: tensor([3.1245, 0.0957, 1.1235], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13648147881031036, losses: tensor([3.1132, 0.1365, 1.0710], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1497953087091446, losses: tensor([3.1183, 0.1498, 1.0675], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1009649708867073, losses: tensor([3.1165, 0.1010, 1.1630], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.19208092987537384, losses: tensor([3.1121, 0.1921, 1.0094], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08341171592473984, losses: tensor([3.0815, 0.0834, 1.2091], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11100791394710541, losses: tensor([3.1486, 0.1110, 1.1490], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0984726995229721, losses: tensor([3.0939, 0.0985, 1.0712], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09647125750780106, losses: tensor([3.0952, 0.0965, 0.9073], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09975956380367279, losses: tensor([3.1097, 0.0998, 1.3042], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08675776422023773, losses: tensor([3.0906, 0.0868, 1.0699], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07634058594703674, losses: tensor([3.0787, 0.0763, 1.2527], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08231021463871002, losses: tensor([3.1072, 0.0823, 1.3484], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.085047148168087, losses: tensor([3.0793, 0.0850, 1.1054], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0805707797408104, losses: tensor([3.1197, 0.0806, 1.1248], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07428523153066635, losses: tensor([3.0886, 0.0743, 1.0344], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1159941777586937, losses: tensor([3.0959, 0.1160, 1.0783], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09277233481407166, losses: tensor([3.0970, 0.0928, 0.8556], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08142771571874619, losses: tensor([3.0841, 0.0814, 1.0752], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13560296595096588, losses: tensor([3.1005, 0.1356, 1.1332], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08518093824386597, losses: tensor([3.0916, 0.0852, 1.0744], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09756018221378326, losses: tensor([3.1064, 0.0976, 1.0692], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10005924850702286, losses: tensor([3.1043, 0.1001, 1.2394], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10800176113843918, losses: tensor([3.0883, 0.1080, 1.1669], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10063467174768448, losses: tensor([3.1297, 0.1006, 1.0359], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09961612522602081, losses: tensor([3.1023, 0.0996, 1.2766], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1437394767999649, losses: tensor([3.1274, 0.1437, 1.1030], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.086695097386837, losses: tensor([3.0952, 0.0867, 1.0023], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09224149584770203, losses: tensor([3.1127, 0.0922, 0.9731], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09517404437065125, losses: tensor([3.1007, 0.0952, 1.0302], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10658638924360275, losses: tensor([3.0950, 0.1066, 1.0856], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09471085667610168, losses: tensor([3.0938, 0.0947, 0.9362], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09903183579444885, losses: tensor([3.0891, 0.0990, 1.3285], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09634315222501755, losses: tensor([3.1343, 0.0963, 1.1949], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10576771944761276, losses: tensor([3.0932, 0.1058, 0.7984], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0894995853304863, losses: tensor([3.1026, 0.0895, 1.0931], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1183546930551529, losses: tensor([3.1261, 0.1184, 1.0872], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.13230203092098236, losses: tensor([3.1108, 0.1323, 0.9409], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0914829671382904, losses: tensor([3.0887, 0.0915, 1.1165], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10610787570476532, losses: tensor([3.1021, 0.1061, 1.2896], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10442788153886795, losses: tensor([3.1078, 0.1044, 1.1004], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09143758565187454, losses: tensor([3.1099, 0.0914, 1.1345], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07173492759466171, losses: tensor([3.1114, 0.0717, 1.1914], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.21183747053146362, losses: tensor([3.1074, 0.2118, 0.8992], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08975262194871902, losses: tensor([3.0939, 0.0898, 1.0209], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.17893779277801514, losses: tensor([3.1047, 0.1789, 0.9633], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.127381831407547, losses: tensor([3.1368, 0.1274, 1.2608], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1036742776632309, losses: tensor([3.0975, 0.1037, 1.0692], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0831863060593605, losses: tensor([3.1002, 0.0832, 1.1134], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09524402767419815, losses: tensor([3.0980, 0.0952, 1.0319], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10338615626096725, losses: tensor([3.1158, 0.1034, 0.8848], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11861889809370041, losses: tensor([3.1185, 0.1186, 0.9613], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0875934287905693, losses: tensor([3.0930, 0.0876, 1.2241], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.0874304473400116, losses: tensor([3.1270, 0.0874, 0.9368], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11134655773639679, losses: tensor([3.0965, 0.1113, 1.0254], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10386527329683304, losses: tensor([3.1265, 0.1039, 1.1970], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09325815737247467, losses: tensor([3.0902, 0.0933, 0.9633], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07752598077058792, losses: tensor([3.0968, 0.0775, 1.1321], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10326395183801651, losses: tensor([3.1173, 0.1033, 0.9709], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10499605536460876, losses: tensor([3.1078, 0.1050, 1.1555], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08300381153821945, losses: tensor([3.1029, 0.0830, 1.0789], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10968981683254242, losses: tensor([3.1032, 0.1097, 0.9857], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.16585887968540192, losses: tensor([3.1133, 0.1659, 0.9662], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.21880026161670685, losses: tensor([3.1310, 0.2188, 0.9838], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08297516405582428, losses: tensor([3.0997, 0.0830, 1.0519], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1263645440340042, losses: tensor([3.1102, 0.1264, 1.1257], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.1040753722190857, losses: tensor([3.1185, 0.1041, 1.1462], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08287815749645233, losses: tensor([3.0964, 0.0829, 0.9723], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.12135156989097595, losses: tensor([3.1056, 0.1214, 1.1388], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10753384977579117, losses: tensor([3.1132, 0.1075, 1.0433], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10651890933513641, losses: tensor([3.1183, 0.1065, 0.9391], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.10212387889623642, losses: tensor([3.1162, 0.1021, 1.1200], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07256504893302917, losses: tensor([3.1154, 0.0726, 1.0670], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09489867836236954, losses: tensor([3.1165, 0.0949, 1.3637], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.07764238864183426, losses: tensor([3.0859, 0.0776, 0.9688], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08683404326438904, losses: tensor([3.1107, 0.0868, 0.9830], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.08817294239997864, losses: tensor([3.1119, 0.0882, 0.9438], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09818283468484879, losses: tensor([3.1188, 0.0982, 1.1323], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.11740973591804504, losses: tensor([3.1003, 0.1174, 0.9821], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
loss: 0.09121151268482208, losses: tensor([3.1226, 0.0912, 1.1382], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0')
Epoch: 0001 | TRAIN: 3.1093 0.0085 0.0688 | 0.1111 0.1111 0.3292 | 1.0955 96.3698 98.6152 0.0048 0.0210 0.0400 | Time: 534.0206 |
loss: 0.10082738846540451, losses: tensor([3.0993, 0.1008, 1.2227], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0').0366 | 0.1207 0.1207 0.2234 | 1.3750 114.8586 117.0596 0.0004 0.0020 0.0041 | Time: 28.8439
loss: 0.09438244998455048, losses: tensor([3.0993, 0.0944, 1.1841], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0').0366 | 0.1207 0.1207 0.2234 | 1.3750 114.8586 117.0596 0.0004 0.0020 0.0041 | Time: 28.8439
loss: 0.09438244998455048, losses: tensor([3.0993, 0.0944, 1.1841], device='cuda:0', grad_fn=<CopySlices>), weights: tensor([0, 1, 0], device='cuda:0').0366 | 0.1207 0.1207 0.2234 | 1.3750 114.8586 117.0596 0.0004 0.0020 0.0041 | Time: 28.8439
